UniquePC,Date,Time,GroupNo,Group Condition,zTreeSubject,zTreePC,QualPC,IndiDec,TimeConfirmIndividualDecisionOK,Expl1,Expl2,Expl3,GrpDec,Age,Gender,GRP1,GRP2,GRP3,GRP3_rs,GRP4,GRP4_rs,GRP5,GRP5_rs,GRP6,GRP7,GRP7_rs,GRP8,GRP8_rs,GRP9,GRP9_rs,GRP10,GRP11,GRP12,GRP12_rs,GRP13,GRP14,GRP_total,MA,BLF1,BLF2,AC,CK,EI,Don,WA,V2,V3,V4,SC0_0,SC0_1,SC0_2,Q51,Q42,Q41_1,Q41_2,Q41_3,Q41_4,Q12_1,Q12_1_rs,Q12_2,Q12_2_rs,Q12_3,Q12_4,Q12_4_rs,Q12_5,Q12_5_rs,Q12_6,Q12_7,AOM_total,Q43_1,Q43_2,Q43_3,Q43_4,Q13,Q15,Q14,Q44_1,Q44_2,Q44_3,Q44_4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q45_1,Q45_2,Q45_3,Q45_4,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,EWV_ductile,EWV_elastic,Q46_1,Q46_2,Q46_3,Q46_4,Q16_1,Q16_2,Q16_2_rs,Q16_3,Q16_3_rs,Q16_4,Q16_5,Q16_6,Q16_6_rs,Q16_7,Q16_7_rs,Q16_8,Q16_9,Q16_9_rs,Q38_1,Q38_2,Q38_3,Q38_3_rs,Q38_4,Q38_4_rs,Q38_5,Q38_6,Q38_6_rs,Q38_7,Q38_7_rs,Q38_8,Q38_9,NFC_total,Q47_1,Q47_2,Q47_3,Q47_4,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q48_1,Q48_2,Q48_3,Q48_4,Q36_1,Q36_2,Q36_2_rs,Q36_3,Q36_4,Q36_4_rs,Q36_5,Q36_6,Q36_7,Q36_8,Q36_8_rs,Q39_1,Q39_1_rs,Q39_2,Q39_3,Q39_3_rs,Q39_4,Q39_4_rs,Q39_5,Q39_6,Q39_6_rs,Q39_7,STS_total,Q49_1,Q49_2,Q49_3,Q49_4,Q18,Q16_4,Q16_5,Q16_global,Q17_4,Q17_5,Q17_global,Q19_4,Q19_5,Q19_global,Q20_4,Q20_5,Q20_global,Q21_4,Q21_5,Q21_global,Q22_4,Q22_5,Q22_global,Q23_4,Q23_5,Q23_global,Q24_4,Q24_5,Q24_global,Q25_4,Q25_5,Q25_global,Q26_4,Q26_5,Q26_global,Q27_4,Q27_5,Q27_global,Q28_4,Q28_5,Q28_global,Q29_4,Q29_5,Q29_global,Q30_4,Q30_5,Q30_global,Q31_4,Q31_5,Q31_global,Q32_4,Q32_5,Q32_global,KPF_global_total,Q50_1,Q50_2,Q50_3,Q50_4,Q1,Q2,Q3
47,190516,1500,15,2,1,7,207,1,-2235,"I chose the figure A Based in usual grafic lines, because it is not for a graphic line that represents human CO2 emitions stop to rise up and keep straight until the end. It has to fluctuate",and that graphic was showing numbers related to the goal which is 420ppm. In my opinion the other graphics were not representing the right values. , ,1,25,2,4,4,4,2,2,4,1,5,4,5,1,3,3,1,5,4,4,1,5,3,5,53,1,3,80,3,3,10%,10,"Behavior and climate changes. It , also, attempt to know how much more someone might pay for preserve the environmental.",19/05/2016 14:41,19/05/2016 15:21,1,0,0,0,207,1,5.102,96.242,97.94,14,3,5,1,7,7,4,4,3,5,6,6,40,67.487,194.493,199.039,7,0.05,47,100,6.821,59.157,61.732,10,3,1,1,1,1,1,1,1,1,1,16.512,144.502,145.297,15,4,4,2,2,3,4,2,3,2,3,2,3,18,16,19.265,216.137,217.207,23,5,4,6,4,6,7,7,5,5,1,9,5,1,9,7,1,9,1,4,6,3,1,9,9,1,7,8,102,18.021,87.837,88.724,8,3,1,1,1,1,1,1,1,12.138,102.688,103.834,15,7,7,1,7,7,1,7,7,7,7,1,6,2,6,6,2,6,2,6,6,2,6,64,33.806,80.279,81.8,16,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,6.843,18.435,20.458,3,25,6,1
48,190516,1500,15,2,2,8,208,1,-2647,because it rises and then stabilizes, , ,1,20,1,5,4,3,3,3,3,3,3,3,4,2,4,2,2,4,3,2,2,4,4,4,46,1,3,76,2,3,20%,0,"scientific studies are always useful, science and knoledge is one of the most powerful tolls to sucess. i enjoyed volunteering in one because of this.",19/05/2016 14:36,19/05/2016 15:41,1,0,0,0,208,1,48.812,128.438,129.398,14,3,5,2,6,4,2,6,3,5,4,4,34,8.934,344.993,397.107,9,5,24,100,7.412,71.716,72.707,12,3,1,1,2,1,1,1,1,1,2,15.517,116.989,117.808,12,4,2,4,1,3,4,3,4,1,1,1,1,22,7,39.759,189.281,190.824,20,4,7,3,9,1,3,7,5,5,5,5,5,5,5,5,5,4,6,5,5,3,3,7,6,4,6,4,83,20.146,100.074,101.265,10,3,2,1,2,2,1,1,1,635.406,769.329,770.13,17,5,2,6,6,3,5,7,7,5,3,5,3,5,7,1,7,1,7,7,1,7,4,90,20.522,70.891,72.156,16,1,1,2,0,1,2,0,2,1,1,2,1,1,1,2,0,1,2,0,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,11,2.736,13.264,14.66,5,20,6,2
49,190516,1630,16,4,1,1,401,4,-3233,"i chose figure D based on the scenario shown in figure 3. It was the one which both evidently conveyed the same goal - that is, atmospheric c02 concentration stabilises at 420 ppm by 2100. ", , ,4,20,1,5,5,1,5,1,5,1,5,5,5,1,3,3,1,5,4,1,1,5,3,5,57,4,4,56,3,3,50%,5,peoples perpectives on climate change,19/05/2016 16:06,19/05/2016 16:57,1,0,0,0,401,1,68.095,223.882,225.418,10,5,3,1,7,2,1,7,5,3,6,3,31,2.578,18.77,21.354,4,i dont know,i dont know,i dont know,3.668,44.691,50.522,10,3,2,1,1,1,1,2,1,2,1,32.595,181.767,182.864,14,3,2,4,1,4,4,3,5,1,2,1,1,23,8,15.331,151.094,152.087,31,8,2,8,6,4,6,8,5,5,3,7,7,3,7,6,5,5,5,2,8,7,1,9,3,7,5,7,119,14.871,69.478,70.314,9,4,1,1,2,1,1,1,3,31.356,197.08,197.878,20,6,2,6,6,6,2,6,7,5,3,5,3,5,6,1,7,2,6,6,5,3,6,82,23.564,86.13,88.223,18,1,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,15,1.656,11.423,16.73,3,20,2,2
50,190516,1630,16,4,2,2,402,4,-3405,"D is correct because in order for atmospheric CO2 to stablise, the rates of emissions and absorption would have to eventually become the same - i.e. if input = output, there is no","overall change of atmospheric CO2. A, B and C  are incorrect because although the rates at which emissions increase eventually decrease, emissions still exceed absorption at the ","2100 mark, therefore atmospheric CO2 would continue to increase rather than stabilise.",4,21,1,4,5,2,4,3,3,2,4,4,5,1,4,2,2,4,2,2,2,4,4,4,47,4,4,80,3,2,20%,15,"Collecting different opinions about climate change, and looking at these within the context of additional information presented to the participant, their learning style, and seeing if opinions change after being presented information in a certain way",19/05/2016 16:09,19/05/2016 17:00,1,0,0,0,402,1,8.859,72.072,74.035,8,2,6,3,5,5,2,6,3,5,6,4,37,1.909,508.287,588.597,9,5,47,100,3.391,47.166,48.134,11,2,3,1,3,1,1,3,1,1,2,18.479,108.128,117.322,16,3,2,4,2,4,4,3,4,1,1,1,1,22,8,7.835,128.356,129.236,24,4,3,7,2,8,5,5,5,5,4,6,6,4,6,6,6,5,5,4,6,6,4,6,5,5,4,5,101,6.478,54.278,55.996,9,4,1,1,1,1,1,1,1,7.259,112.242,112.875,18,3,2,6,5,5,3,6,5,5,3,5,2,6,6,3,5,2,6,5,2,6,5,77,10.877,69.596,69.892,17,1,1,2,0,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,13,1.646,7.382,13.177,3,21,6,2
51,190516,1630,16,4,3,4,404,4,-3135,"In order to stabilize the concentration of CO2 at 420 ppm, the input of CO2 into the atmosphere cannot be greater than the ouput. If CO2 emissions is greater than","absorption (Figures A-C), the concentration of CO2 will continue to increase. Therefore, I chose the only figure in which CO2 emissions and absorption are equal (Figure D).", ,4,21,1,5,5,1,5,2,4,3,3,4,5,1,4,2,2,4,5,2,1,5,5,4,54,4,4,80,3,4,20%,10,"Learning about the level of understanding the average person has about climate change, as well as how well they are able to communicate their understanding and come to conclusions about the issues when working with others.",19/05/2016 16:08,19/05/2016 16:56,1,0,0,0,404,1,6.167,70.593,73.563,14,5,3,2,6,6,1,7,2,6,7,5,40,2.269,231.466,309.497,5,0.05,36,1,5.807,36.479,58.727,12,4,1,2,2,1,1,2,1,1,2,8.201,99.553,101.323,14,4,2,5,1,2,5,4,5,1,2,1,1,25,8,9.08,180.656,181.84,31,6,4,6,5,5,7,7,7,3,2,8,5,3,7,4,3,3,7,3,7,5,2,8,3,7,4,5,104,11.249,75.889,76.144,10,4,1,1,1,1,1,1,1,9.545,112.172,112.618,21,7,2,6,6,5,3,7,5,6,2,6,1,7,6,3,5,2,6,6,2,6,7,89,24.688,78.656,80.658,16,1,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,1,2,0,1,2,0,1,2,0,2,1,1,1,2,0,1,2,0,2,1,1,2,1,1,1,2,0,1,2,0,2,1,1,8,2.491,8.522,9.343,3,21,6,2
52,190516,1630,16,4,4,3,403,1,-3237,"The emission is twice as much as absorption. In the graph absorption is 5, so the emission must be a bit more than 10 for the concentration to stabilize at 420. ","If Emission is less than 10, as in the three other figures, then we should be happy beccause the excess CO2 will be absorped rather than being accumulated and cause problems. ", ,4,28,1,5,5,2,4,2,4,1,5,4,1,5,4,2,2,4,5,5,1,5,5,5,63,4,4,100,3,2,40%,10,How people feel and think about climate change,19/05/2016 16:05,19/05/2016 16:56,1,0,0,0,403,1,9.244,11.574,13.535,3,2,6,2,6,7,1,7,1,7,7,7,47,24.213,148.032,198.188,4,10,24,100,5.482,33.154,34.241,10,2,1,1,1,1,1,1,1,1,1,17.687,97.257,98.02,13,5,1,4,1,5,4,5,5,1,1,1,1,28,6,21.743,192.306,193.089,34,7,1,9,1,9,5,9,2,8,1,9,9,1,9,5,8,3,7,2,8,7,1,9,2,8,9,9,144,20.887,65.247,66.175,8,5,1,1,1,1,1,1,1,10.876,153.618,154.379,17,7,2,6,7,1,7,7,7,7,2,6,6,2,7,1,7,6,2,7,1,7,6,92,28.945,125.288,126.692,16,1,1,2,0,2,1,1,2,1,1,1,2,0,1,2,0,1,2,0,1,2,0,2,1,1,1,2,0,2,1,1,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,2,1,1,5,2.273,11.937,14.157,3,28,2,2
55,200516,1000,18,4,1,1,401,2,-2264,"Option B showed CO2 emissions stabilizing  as from the year 2000 onwards emissions remained at a constant level, thus stable. The other graphs either showed the level of CO2 ",emissions increases past the year 2000- graph A. Or decreasing past the year 2000- graphs C and D. The only graph that showed the emissions to become stable i.e not increasing,or decreasing was graph B. ,4,20,1,5,5,1,5,2,4,1,5,4,1,5,3,3,1,5,1,5,5,1,5,5,58,4,4,96,3,2,20%,5,"Assessing peoples decision making skills, seeing how much they value the environment, and their knowledge of climate change ",20/05/2016 9:42,20/05/2016 10:22,1,0,0,0,401,1,7.007,98.23,99.24,20,4,4,1,7,6,2,6,5,3,7,4,37,9.254,233.535,325.702,9,5,24,100,8.824,66.809,70.584,11,2,1,1,1,1,1,1,2,1,2,18.817,91.968,92.475,13,5,4,4,1,3,4,3,5,1,1,1,1,24,9,14.482,144.088,145.431,20,5,3,7,4,6,3,7,4,6,1,9,5,2,8,5,4,3,7,1,9,6,1,9,3,7,9,5,117,14.12,77.784,78.904,12,4,1,1,1,1,1,1,1,12.042,136.434,137.283,18,6,5,3,5,5,3,6,6,6,3,5,4,4,7,1,7,2,6,7,5,3,7,81,30.252,112.556,114.316,16,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,17.608,38.712,42.115,6,20,3,2
56,200516,1000,18,4,2,2,402,4,-2044,It's a mass balance and rates of change situation. For the CO2 concentration in the atmosphere to stabilise you need the rates of emission and adsorption to equal. Therefore I chose,Figure D because it is the only graph which shows CO2 emissions and absorption rates gradually equally the same rate of 5 GtC/year., ,4,28,2,5,5,2,4,4,2,5,1,5,5,1,5,1,2,4,3,2,1,5,5,4,47,4,2,80,3,3,50%,1,"It's about figuring out how people feel about climate change, what they think is causing it and how much economic value they put towards it...as in how much of their own money they would be willing to give up/invest to deal with it.",20/05/2016 9:44,20/05/2016 10:21,1,0,0,0,402,1,6.373,58.016,59.098,16,1,7,1,7,7,3,5,2,6,7,7,46,133.493,507.721,587.439,12,5,47,20,5.043,46.558,47.893,12,3,1,3,2,1,1,1,1,1,1,5.879,62.898,63.693,13,5,3,5,2,5,3,5,5,1,2,1,1,28,10,9.297,90.987,91.759,25,4,2,8,9,1,7,7,2,8,2,8,9,2,8,8,8,5,5,7,3,8,2,8,5,5,8,9,122,7.4,32.137,32.45,9,3,1,1,1,1,1,1,1,6.305,73.642,74.279,20,7,5,3,7,5,3,7,7,4,5,3,3,5,7,3,5,5,3,6,1,7,7,81,25.675,66.019,67.268,16,1,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,1,2,0,1,2,0,2,1,1,1,2,0,1,2,0,2,1,1,1,2,0,2,1,1,1,2,0,2,1,1,9,2.384,18.2,21.403,3,28,7,1
57,200516,1000,18,4,3,4,404,1,-2200,"Because Figure C and D both show the CO2 emissions decreasing, with Graph D at equilibrium with CO2 Absorption, and Graph C close to it. I don't think either are accurate depictions.","Graph B just shows the emissions staying at a stable level from 2000-2100, which I don't think is accurate, because our CO2 levels are constantly rising.","So I chose Graph A because it depicts the CO2 levels rising exponentially, which correlates to the situation we are in now of rising CO2 levels, so I think it's the most accurate graph.",4,20,1,4,4,3,3,2,4,2,4,4,2,4,4,2,2,4,5,5,2,4,4,4,55,1,3,60,2,3,20%,10,Climate change,20/05/2016 10:05,20/05/2016 10:16,1,0,0,0,404,1,11.344,66.704,67.893,8,6,2,2,6,4,2,6,3,5,5,4,32,9.287,93.961,111.979,4,10,24,100,3.912,16.13,19.716,10,3,1,1,1,1,1,1,1,1,1,11.368,87.918,90.204,13,5,1,4,1,4,4,4,5,1,2,1,1,26,7,5.296,111.891,112.884,25,6,4,6,6,4,5,5,5,5,4,6,5,4,6,3,4,5,5,3,7,5,4,6,5,5,4,4,91,11.521,59.878,65.655,12,3,2,1,2,1,1,1,1,16.112,131.752,132.473,19,6,5,3,5,2,6,6,7,6,3,5,2,6,6,2,6,1,7,5,4,4,6,84,26.157,68.696,70.657,16,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,6.593,10.505,12.054,3,20,2,2
58,200516,1000,18,4,4,3,403,2,-2212,shows a regular gradient where the emission  and absorption is equally different. there is a constant difference which allows for the net value to be a +4 all through to 2100, , ,4,22,1,4,5,5,1,3,3,2,4,5,1,5,3,3,1,5,4,5,1,5,4,5,58,2,4,96,3,3,20%,10,Attitudes towards climate change and how real is the possibility of reversing climate change ,20/05/2016 9:47,20/05/2016 10:13,1,0,0,0,403,1,2.848,7.184,8.676,5,2,6,1,7,6,1,7,1,7,6,7,46,5.487,88.876,124.725,19,5,24,100,4.786,16.362,17.824,10,3,1,1,1,1,1,1,1,1,1,4.277,52.003,54.077,18,5,1,4,2,5,5,5,5,1,2,1,2,29,9,10.399,96.517,97.612,32,5,3,7,2,8,5,7,7,3,5,5,7,5,5,5,5,4,6,1,9,5,2,8,8,2,5,3,100,8.64,40.079,40.494,10,4,1,1,1,1,1,1,1,6.895,77.501,78.637,16,7,2,6,6,2,6,7,7,7,2,6,1,7,7,1,7,2,6,7,4,4,3,93,7.383,67.197,68.405,33,1,1,2,0,2,1,1,1,2,0,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,1,2,0,1,2,0,2,1,1,2,1,1,1,2,0,1,1,0,2,1,1,2,1,1,9,1.656,5.528,6.564,3,22,6,2
59,200516,1000,19,2,1,5,205,1,-1969,with the increasing demand in technology along side the larger building structures of the modern society there will be an increase in CO2 emissions. ,"Although there may be hybrid and environmentally friendly options, when considering the damand for technology and the worlds increasing population there really isnt much space to save on emissions",Over time due to global warming effects from previous years will accumulate and the additiopn of emissions each year increasing will  cause a significant damage,4,21,1,3,4,4,2,4,2,2,4,4,4,2,4,2,3,3,4,3,3,3,3,3,42,4,3,52,2,2,10%,5,learning about the implications of global warming and the role humans play,20/05/2016 9:43,20/05/2016 10:14,1,0,0,0,205,1,4.656,49.359,50.208,8,4,4,3,5,4,3,5,4,4,4,4,30,6.511,82.95,83.735,6,0.9,24,10,5.827,39.195,39.946,10,2,1,1,1,1,1,3,3,1,1,21.415,84.463,85.476,14,4,1,3,3,4,4,3,3,2,3,2,2,21,13,13.335,145.823,147.279,24,3,1,9,4,6,3,4,1,9,1,9,4,4,6,4,4,6,4,1,9,5,5,5,4,6,2,6,98,16.101,77.246,77.9,11,3,1,3,1,1,1,3,1,10.454,65.079,65.903,15,5,4,4,5,4,4,4,5,4,4,4,5,3,5,5,3,5,3,4,4,4,4,61,15.393,66.402,68.09,18,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,15,2.122,13.25,14.989,3,21,6,2
60,200516,1000,19,2,2,6,206,4,-2282,In order to stabilize  atmospheric CO2 concentration; it is necessary to create a balance between CO2 emissions and CO2 absorption. Figure D clearly shows that the amount of ,"CO2 Emissions are balanced out by the amount of CO2 absorbed through the natural processes. Only then, it will be possible to stabilize the CO2 concentration. Otherwise, releasing",more CO2 than what is being absorbed implies constant increase in atmospheric CO2 concentrations rather than stabilization (as depicted by the other figures). ,4,31,1,5,5,5,1,1,5,1,5,4,1,5,5,1,1,5,3,2,1,5,5,5,56,4,5,100,3,3,50%,10,People's thinking & behavior towards Climate Change Issues.,20/05/2016 9:47,20/05/2016 10:16,1,0,0,0,206,1,367.082,462.708,466.214,19,1,7,3,5,7,1,7,4,4,5,6,41,20.687,246.001,289.591,4,10,12,100,6.901,57.877,59.109,11,3,2,2,1,1,1,1,1,1,1,15.608,124.927,126.091,12,5,1,5,1,5,4,4,5,1,1,1,1,28,6,20.596,144.847,145.853,29,8,1,9,2,8,5,9,5,5,1,9,9,1,9,7,8,2,8,1,9,9,1,9,1,9,9,9,148,24.762,86.993,88.218,8,3,1,1,1,1,1,1,1,12.484,139.123,140.468,17,7,1,7,7,1,7,7,6,7,7,1,7,1,7,1,7,5,3,7,1,7,6,87,30.355,115.019,116.923,16,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,2.567,12.007,13.068,3,31,6,2
61,200516,1000,20,1,1,7,207,4,-670,The two lines in graph D are touching by 2100 years and so I feel as though this means that the CO2 emission and absorption have stabilised at 420ppm., , ,4,19,1,,,,,,,,,,,,,,,,,,,,,,,,4,92,3,3,30%,15,Climate change and how much awareness is present in today's generation,20/05/2016 9:48,20/05/2016 10:13,1,0,0,0,207,1,9.98,46.068,47.054,10,4,4,1,7,6,1,7,2,6,6,4,40,1.502,112.499,119.668,9,10,12,100,3.959,20.366,21.525,10,3,1,1,1,1,1,1,1,1,1,3.996,56.379,57.141,12,5,2,4,1,4,5,5,5,1,1,5,1,28,11,5.062,94.446,102.339,27,9,1,9,4,6,5,5,5,5,4,6,4,5,5,7,7,3,7,6,4,6,3,7,6,4,9,6,111,5.118,51.445,52.412,9,4,1,1,1,1,1,2,1,6.777,96.622,97.343,18,5,2,6,7,2,6,6,7,7,2,6,5,3,7,3,5,1,7,4,3,5,5,86,13.412,66.126,66.502,20,1,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,1,2,0,2,1,1,1,2,0,1,2,0,2,1,1,6,1.944,8.28,8.845,4,19,3,2
62,200516,1130,21,4,1,1,401,1,-2820,"Graph B shows that from 2000 to 2100 the CO2 emissions remain stagnant, that's impossible","Graph C & D shows that from 2000 to 2100 the CO2 emissions decrease from 2000 to 2010, with increasing population and other macro factors in the world today, it's impossible as well", ,1,24,2,4,5,4,2,2,4,2,4,4,5,1,5,1,2,4,4,3,2,4,5,4,49,1,3,72,3,3,10%,5,"Determining how one makes decisions, and whether will one change their mind after listening to other people ideas, and how the group based on everyone ideas come to an agreement",20/05/2016 10:58,20/05/2016 11:44,1,0,0,0,401,1,3.731,57.748,58.598,14,5,3,1,7,5,4,4,5,3,7,6,35,0.782,6.838,7.095,3,0.1,12,20,2.646,30.869,31.972,11,3,1,1,1,1,1,1,1,1,1,15.123,81.538,82.555,14,5,1,2,2,4,4,4,5,2,1,1,1,24,8,5.428,101.29,102.787,33,6,5,5,5,5,7,6,5,5,3,7,6,5,5,5,4,3,7,1,9,3,3,7,5,5,5,5,102,6.644,40.731,43.411,10,3,1,1,1,1,1,1,1,6.773,70.556,72.175,18,5,1,7,7,2,6,7,7,7,3,5,3,5,7,2,6,2,6,7,2,6,6,94,9.819,66.53,66.874,17,1,1,2,0,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,14,1.678,10.134,11.21,7,24,3,1
63,200516,1130,21,4,2,2,402,1,-2913,"I have choosen figure A because it is the only grapgh that showed a rise in CO2 emissions, for there to be a rise by 20ppm the emissions of CO2 will have to increase. If they stay at a ",constant rate or decrease then the ppm of CO2 will not rise to the 420ppm by 2100 as predicted., ,1,18,2,4,4,5,1,3,3,2,4,4,5,1,3,3,2,4,5,5,2,4,5,5,52,1,4,80,2,4,20%,7,"How people view climate change, how they feel it is effecting the world and how important it is to know the impacts and facts",20/05/2016 10:59,20/05/2016 11:48,1,0,0,0,402,1,7.146,53.44,56.683,10,5,3,1,7,3,2,6,4,4,6,3,32,9.169,106.897,178.457,4,5,47,100,3.695,39.646,41.045,10,3,1,2,2,1,1,2,1,1,2,10.581,110.596,112.535,13,5,2,4,3,5,4,4,5,1,2,1,4,27,13,10.554,134.817,135.656,26,5,1,9,3,7,7,8,3,7,3,7,4,3,7,3,6,4,6,4,6,6,2,8,6,4,6,4,110,12.903,98.192,99.303,12,4,2,1,2,1,1,1,1,8.488,132.592,133.498,21,5,2,6,5,2,6,5,7,6,2,6,1,7,7,5,3,1,7,6,6,2,4,82,31.687,91.558,93.946,16,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,1.785,9.377,10.453,4,18,6,1
64,200516,1130,21,4,3,3,403,2,-2838,"In order for it to reach to 420ppm by 2100, I think that the emission of the of carbon dioxide needs to be constant and every year there will be 4GtC per year. The graph only shows the",changes for the emissions but not absorption. The technology will improve eventually in the future and the CO2 emission will be constant and the absorption will increase. The 420ppm,I think is just only a benchmark for 2100 but i think when the society changes the the ppm will eventualyl decreases.,1,23,2,4,5,3,3,3,3,2,4,4,2,4,4,2,2,4,2,4,4,2,4,4,49,3,4,100,2,3,10%,25,It is about how the emission of the carbon dioxide will affect the environment and our daily life. We need to think a way to reduce the emission of carbon dioxide or to increase the absorption for it. ,20/05/2016 10:57,20/05/2016 11:46,1,0,0,0,403,1,89.556,153.685,154.678,10,5,3,4,4,6,5,3,6,2,4,3,25,25.492,145.076,168.848,3,1.1,47,5,4.235,33.227,34.012,11,3,1,1,3,1,1,1,1,1,1,14.816,94.289,95.243,16,4,3,4,2,5,5,3,4,2,5,1,1,25,14,15.735,131.808,132.672,37,5,3,7,9,1,6,7,4,6,3,7,5,3,7,7,6,7,3,5,5,3,2,8,2,8,6,7,104,11.443,64.043,65.13,12,3,2,1,2,1,1,1,2,6.204,102.261,102.669,21,6,2,6,7,3,5,6,7,5,3,5,5,3,7,3,5,2,6,7,1,7,6,88,10.707,95.051,95.468,22,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,15,2.069,7.517,8.505,3,23,4,1
65,200516,1130,21,4,4,4,404,4,-2733,"In order for carbon dioxide levels in the atmosphere to be stabilised, the system must be at equilibrium i.e. the rate of emissions must equal the rate of absorption. I chose Figure D ","because it was the only graph in which the rates were equal in 2100. I did not take into consideration the values on the graph, but just the shape. ", ,1,20,1,2,4,1,5,5,1,2,4,2,5,1,5,1,4,2,2,2,5,1,3,2,32,4,4,92,3,2,20%,25,"At first my impression of this experiment was about knowledge of climate change, but instead I think it's about understanding graphical modelling and trying to explain it to others. I believe that evidence is poorly interpretated, and therefore in the context of climate change, explains why there has not been urgency around this issue for a while.",20/05/2016 10:55,20/05/2016 11:41,1,0,0,0,404,1,4.168,44.066,45.267,14,3,5,2,6,6,1,7,2,6,6,6,42,6.129,51.4,89.042,4,5,47,5,2.904,17.752,20.199,11,2,1,1,3,1,1,1,1,1,1,6.149,57.413,58.719,13,4,2,5,3,4,4,4,5,1,1,1,2,26,10,7.986,103.434,104.625,24,3,7,3,6,4,4,5,8,2,5,5,7,8,2,3,4,7,3,7,3,5,3,7,6,4,5,3,72,5.781,44.869,45.148,15,4,1,1,1,1,1,1,1,5.331,70.242,70.563,18,7,3,5,5,2,6,7,7,5,2,6,3,5,7,6,2,6,2,7,2,6,7,84,7.599,42.127,43.433,16,1,2,1,1,2,1,1,2,1,1,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,2,1,1,4,2.305,8.713,10.662,4,20,6,2
